Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-medical-service-moh.json	428518	389	3	0	0	0	0	0	10	598	0	0	1	0	0	0	0	1	0	0	1469	546	0	0	0	85	0	4
fsh-generated/resources/CodeSystem-moh-medication-code.json	414	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	95	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-moh-tofes17-issue-code.json	3101	7	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	22	88	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-patient-admit-source-moh.json	4622	10	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	39	92	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-patient-release-type-moh.json	2240	4	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	1	0	0	25	76	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-patient-visit-reason-moh.json	6849	13	0	0	0	0	0	0	1	20	0	0	1	0	0	0	0	0	0	0	46	84	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-paying-entity-moh.json	13849	11	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	55	84	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-practitioner-advanced-course-moh.json	4696	8	1	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	42	70	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-practitioner-certificate-type-moh.json	7237	12	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	50	77	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-practitioner-certificate-type-molsa.json	716	2	0	0	0	0	0	0	1	8	0	0	1	0	0	0	0	0	0	0	16	75	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-practitioner-education-type-moh.json	1008	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	76	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-practitioner-expertise-moh.json	28958	20	0	0	0	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	101	96	0	0	0	3	0	0
fsh-generated/resources/CodeSystem-practitioner-profession-moh.json	18629	19	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	68	85	0	0	0	2	0	0
fsh-generated/resources/CodeSystem-yarpa-medication-code.json	373	1	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	17	84	0	0	1	0	0	0
fsh-generated/resources/ConceptMap-ILCoreReligions.json	4560	8	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	45	52	0	0	0	1	0	0
fsh-generated/resources/Condition-condition-burnt-ear.json	1576	3	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	21	42	0	0	0	0	0	0
fsh-generated/resources/Condition-condition-type-1-diabetes.json	1590	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	18	24	0	0	0	0	0	0
fsh-generated/resources/Encounter-breast-screaning.json	2056	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	68	0	0	0	0	0	0
fsh-generated/resources/Encounter-community-consultation.json	1692	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	30	0	0	0	0	0	0
fsh-generated/resources/Encounter-home-visit.json	2045	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	29	0	0	0	0	0	0
fsh-generated/resources/Immunization-Immunization-with-product-code.json	1043	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	48	0	0	0	0	0	0
fsh-generated/resources/Immunization-Immunization-with-vaccine-code.json	893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	23	0	0	0	0	0	0
fsh-generated/resources/Location-location-general-kind-hospital-ward.json	801	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	47	0	0	0	0	0	0
fsh-generated/resources/Location-location-hospital-unit.json	2145	3	0	0	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	17	32	0	0	0	0	0	0
fsh-generated/resources/Medication-paracetamol.json	1557	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	31	0	0	0	0	0	0
fsh-generated/resources/MedicationAdministration-morphine-hospitalization.json	2440	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	56	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-metamizole-for-gangreenous-tonsolitis.json	3004	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	18	63	0	0	0	0	0	2
fsh-generated/resources/MedicationStatement-MedicationStatement-Fluoxetine-20-mg.json	2863	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	49	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-cbs-statistical-area.json	1131	2	0	0	0	0	14	0	0	9	201	0	0	0	0	0	0	0	0	0	18	37	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-il-national-id.json	1315	2	0	0	0	0	5	0	1	12	13	0	0	0	0	0	0	0	0	0	22	26	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-israel-drugs.json	885	2	1	0	0	0	6	0	0	10	12	0	0	0	0	0	0	0	0	0	19	26	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-legal-entity.json	1152	2	0	0	0	0	6	0	0	8	15	0	0	0	0	0	0	0	0	0	19	28	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-nurse-advanced-course.json	1508	2	0	0	0	0	5	0	0	9	12	0	0	0	0	0	0	0	0	0	19	25	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-nurse-expertise.json	1172	3	0	0	0	0	4	0	0	7	9	0	0	0	0	0	0	0	0	0	20	29	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-nurse-registration.json	972	2	0	0	0	0	6	0	0	6	14	0	0	0	0	0	0	0	0	0	18	24	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-pna-national-id.json	1259	2	0	0	0	0	7	0	0	9	10	0	0	0	0	0	0	0	0	0	22	27	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-practitioner-expertise.json	1017	1	1	0	0	0	6	0	0	9	11	0	0	0	0	0	0	0	0	0	16	32	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-practitioner-instructor.json	1032	2	0	0	0	0	7	0	0	8	13	0	0	0	0	0	0	0	0	0	19	25	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-practitioner-license.json	1185	2	0	0	0	0	4	0	0	5	16	0	0	0	0	0	0	0	0	0	20	25	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-social-worker.json	1081	2	0	0	0	0	5	0	0	10	9	0	0	0	0	0	0	0	0	0	20	29	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-hight.json	1314	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	38	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-not-performed.json	781	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	23	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-hospital-department.json	1982	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	28	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-ministry-of-health.json	1920	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-part-of-ministry-of-health.json	1659	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	27	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-school-moe.json	1684	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	24	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-immigrant.json	4315	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	39	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-israeli-redacted.json	2460	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	30	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-israeli-with-statistical-area.json	3613	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	25	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-israeli-with-two-identifiers.json	3829	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	24	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-hebrew-date.json	4329	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	28	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-israeli-id.json	3287	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	19	23	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-multiple-birth.json	3317	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	21	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-palestinian-id-and-parent-name.json	1549	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	23	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-passport-identification-unknown-country.json	3677	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	26	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-passport-identification.json	3499	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	23	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-with-two-addresses.json	4861	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	23	0	0	0	0	0	0
fsh-generated/resources/Practitioner-anesthesiologist-with-expertise.json	2800	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	29	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-md.json	1951	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	20	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-nurse-no-expertise-with-advanced-courses.json	4641	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-nurse-with-expertise-and-advanced-courses.json	4774	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	26	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-nurse.json	3718	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	22	0	0	0	0	0	0
fsh-generated/resources/Practitioner-practitioner-psychologist.json	2731	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	22	0	0	0	0	0	0
fsh-generated/resources/PractitionerRole-practitionerRole-gp.json	789	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	32	0	0	0	0	0	0
fsh-generated/resources/Procedure-partial-parotidectomy.json	611	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	28	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-bloodwork-before-partial-parotidectomy.json	1332	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	25	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-administrative-parent-name.json	5743	7	1	0	0	0	0	53	0	71	0	0	1	0	0	0	0	1	0	0	135	814	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ext-allergy-intolerance-end.json	4569	5	0	0	0	0	0	47	0	40	0	0	2	0	0	0	0	0	0	0	103	365	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ext-city-code.json	1918	4	0	0	0	0	0	24	0	20	0	0	0	0	0	0	0	0	0	0	48	239	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-diagnostic-report-note.json	1549	1	0	0	0	0	0	18	0	14	0	0	1	0	0	0	0	0	0	0	53	204	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-documented-event-date.json	1658	3	0	0	0	0	0	18	0	15	0	0	0	0	0	0	0	0	0	0	53	214	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-event-occurrence-location.json	1779	3	0	0	0	0	0	36	0	17	0	0	1	0	0	0	0	0	0	0	57	233	0	1	1	1	0	0
fsh-generated/resources/StructureDefinition-ext-hebrew-date.json	5877	7	0	0	0	0	0	61	0	68	0	0	1	0	0	0	0	0	0	0	146	327	0	0	0	32	0	0
fsh-generated/resources/StructureDefinition-ext-il-hmo.json	2069	3	0	0	0	0	0	21	0	16	0	0	1	0	0	0	0	0	0	0	57	212	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ext-medication-course-of-therapy-type.json	1752	2	0	0	0	0	0	19	0	18	0	0	0	0	0	0	0	0	0	0	55	225	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-movement-sequence-number.json	1471	3	0	0	0	0	0	20	0	17	0	0	1	0	0	0	0	1	0	0	48	188	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-narcotic-medication.json	1648	4	0	0	0	0	0	20	0	18	0	0	1	0	0	0	0	0	0	0	51	179	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-parent-name.json	1917	3	0	0	0	0	0	18	0	21	0	0	0	0	0	0	0	0	0	0	51	180	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-ext-patient-immigration.json	6563	8	1	0	0	0	0	61	0	82	0	0	1	0	0	0	0	0	0	0	167	287	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ext-procedure-reference.json	1585	3	0	0	0	0	0	17	0	22	0	0	1	0	0	0	0	1	0	0	51	201	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-qualification-practice.json	1455	2	0	0	0	0	0	17	0	17	0	0	0	0	0	0	0	0	0	0	51	164	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ext-reaction-duration.json	1649	3	0	0	0	0	0	13	0	16	0	0	1	0	0	0	0	0	0	0	53	155	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ext-recorded-time.json	1689	4	0	0	0	0	0	15	0	17	0	0	1	0	0	0	0	0	0	0	60	158	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ext-statistical-area.json	2334	3	0	0	0	0	0	26	0	32	0	0	0	0	0	0	0	0	0	0	87	206	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-il-core-address.json	7318	9	0	0	0	0	0	52	0	131	0	0	2	0	0	0	0	1	0	0	156	391	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-allergy-intolerance.json	8957	9	0	0	0	0	0	689	0	101	0	0	1	0	0	0	0	0	0	0	289	512	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-il-core-care-team.json	3718	5	0	0	0	0	0	72	0	52	0	0	0	0	0	0	0	0	0	0	150	327	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-il-core-claim.json	10174	11	0	0	0	0	0	254	1	243	0	0	1	0	0	0	0	2	0	0	616	1018	0	0	0	12	0	2
fsh-generated/resources/StructureDefinition-il-core-condition.json	6608	7	0	0	0	0	0	75	0	122	0	0	1	0	0	0	0	0	0	0	204	370	0	0	0	4	1	1
fsh-generated/resources/StructureDefinition-il-core-coverage-eligibility-request.json	4881	6	1	0	0	0	0	90	0	136	0	0	1	0	0	0	0	0	0	0	208	451	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-il-core-coverage-eligibility-response.json	3726	4	0	0	0	0	0	102	0	93	0	0	0	0	0	0	0	1	0	0	215	483	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-il-core-coverage.json	4812	7	0	0	0	0	0	130	0	106	0	0	1	0	0	0	0	0	0	0	254	555	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-il-core-device-definition.json	2736	3	0	0	0	0	0	87	0	107	0	0	0	0	0	0	0	0	0	0	206	446	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-device.json	2782	14	0	0	0	0	0	101	0	91	0	0	1	0	0	0	0	1	0	0	211	454	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-diagnostic-report.json	5443	6	0	0	0	0	0	64	0	81	0	0	0	0	0	0	0	0	0	0	168	314	0	1	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-document-reference.json	4784	5	0	0	0	0	0	81	0	86	0	0	1	0	0	0	0	0	0	0	201	370	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-il-core-dosage.json	6945	7	0	0	0	0	0	49	0	88	0	0	0	0	0	0	0	1	0	0	171	279	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-encounter.json	12968	14	0	0	0	0	0	157	0	183	0	0	1	0	0	0	0	0	0	0	443	610	0	0	0	8	0	2
fsh-generated/resources/StructureDefinition-il-core-family-member-history.json	2668	4	0	0	0	0	0	63	0	94	0	0	0	0	0	0	0	1	0	0	163	345	0	0	0	2	2	1
fsh-generated/resources/StructureDefinition-il-core-group.json	2543	3	1	0	0	0	0	51	0	101	0	0	1	0	0	0	0	0	0	0	142	326	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-il-core-imaging-study.json	6191	5	0	0	0	0	0	89	1	131	0	0	1	0	0	0	0	0	0	0	229	424	0	0	0	4	0	3
fsh-generated/resources/StructureDefinition-il-core-immunization-reaction-observation.json	3585	6	0	0	0	0	0	104	0	125	0	0	0	0	0	0	0	1	0	0	268	494	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-il-core-immunization-recommendation.json	2801	2	0	0	0	0	0	57	0	64	0	0	1	0	0	0	0	0	0	0	149	287	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-immunization.json	9394	12	0	0	0	0	0	138	0	131	0	0	0	0	0	0	0	0	0	0	319	554	0	0	0	4	0	2
fsh-generated/resources/StructureDefinition-il-core-location.json	3641	4	0	0	0	0	0	106	0	113	0	0	1	0	0	0	0	1	0	0	242	548	0	0	0	5	1	2
fsh-generated/resources/StructureDefinition-il-core-media.json	4384	6	0	0	0	0	0	55	0	71	0	0	1	0	0	0	0	0	0	0	143	308	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-il-core-medication-administration.json	10733	14	0	0	0	0	0	99	0	101	0	0	0	0	0	0	0	0	0	0	267	401	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-il-core-medication-request.json	12797	14	0	0	0	0	0	157	0	162	0	0	1	0	0	0	0	1	0	0	412	550	0	1	0	8	0	2
fsh-generated/resources/StructureDefinition-il-core-medication-statement.json	8082	8	0	0	0	0	0	63	0	81	0	0	1	0	0	0	0	0	0	0	182	329	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-medication.json	3471	5	0	0	0	0	0	63	0	76	0	0	1	0	0	0	0	1	0	0	168	282	0	0	0	3	0	2
fsh-generated/resources/StructureDefinition-il-core-observation-lab.json	7821	9	0	0	0	0	0	350	0	209	0	0	1	0	0	0	0	0	0	0	492	690	0	0	0	9	0	3
fsh-generated/resources/StructureDefinition-il-core-observation.json	17092	20	1	0	0	0	0	0	1	179	0	0	1	0	0	0	0	2	0	0	649	632	0	0	0	10	1	2
fsh-generated/resources/StructureDefinition-il-core-organization.json	10321	11	0	0	0	0	0	138	0	152	0	0	1	0	0	0	0	0	0	0	377	700	0	0	0	6	0	2
fsh-generated/resources/StructureDefinition-il-core-patient.json	18971	20	0	0	0	0	0	290	0	343	0	0	1	0	0	0	0	1	0	0	701	992	0	0	0	19	0	3
fsh-generated/resources/StructureDefinition-il-core-plan-definition.json	3227	4	0	0	0	0	0	216	0	148	0	0	0	0	0	0	0	1	0	0	324	573	0	1	0	11	0	4
fsh-generated/resources/StructureDefinition-il-core-practitioner-role.json	2957	5	0	0	0	0	0	66	0	69	0	0	1	0	0	0	0	1	0	0	158	307	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-il-core-practitioner.json	66437	56	0	0	0	0	0	716	0	883	0	0	2	0	0	0	0	4	0	0	2115	2597	0	0	0	46	1	12
fsh-generated/resources/StructureDefinition-il-core-procedure.json	11967	11	0	0	0	0	0	98	0	100	0	0	0	0	0	0	0	0	0	0	278	446	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-il-core-questionnaire-response.json	3941	5	0	0	0	0	0	60	0	74	0	0	1	0	0	0	0	0	0	0	154	385	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-il-core-questionnaire.json	1765	2	0	0	0	0	0	123	0	105	0	0	1	0	0	0	0	1	0	0	260	475	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-il-core-related-person.json	13599	15	0	0	0	0	0	245	1	230	0	0	1	0	0	0	0	1	0	0	542	667	0	0	0	10	0	5
fsh-generated/resources/StructureDefinition-il-core-service-request.json	10550	11	0	0	0	0	0	114	0	129	0	0	1	0	0	0	0	1	0	0	326	475	0	1	0	6	0	2
fsh-generated/resources/StructureDefinition-il-core-specimen.json	2942	4	0	0	0	0	0	76	0	79	0	0	0	0	0	0	0	0	0	0	168	370	0	0	0	4	1	1
fsh-generated/resources/StructureDefinition-il-core-substance.json	2140	3	0	0	0	0	0	46	0	56	0	0	2	0	0	0	0	0	0	0	123	269	0	0	0	2	0	0
fsh-generated/resources/ValueSet-city-symbol.json	478	1	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	17	11712	0	0	0	0	0	0
fsh-generated/resources/ValueSet-department-type-moh.json	474	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	4002	0	0	0	1	0	0
fsh-generated/resources/ValueSet-hebrew-date-day.json	420	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	176	0	0	0	0	0	0
fsh-generated/resources/ValueSet-hebrew-date-month.json	432	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	14	127	0	0	0	0	0	0
fsh-generated/resources/ValueSet-icd9-cm-diagnoses.json	1972608	1941	0	0	0	0	0	0	58	2439	0	0	0	0	0	0	0	8	0	0	5750	1648	0	0	0	211	0	24
fsh-generated/resources/ValueSet-icd9-cm-procedures.json	469824	520	1	0	0	0	0	0	6	695	0	0	0	0	0	0	0	3	0	0	1329	571	0	0	1	49	0	7
fsh-generated/resources/ValueSet-icd9il-diagnoses.json	565	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	225	0	0	0	1	0	0
fsh-generated/resources/ValueSet-icd9il-procedures.json	570	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	162	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-allergy-intolerance-code.json	1958	5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	25	2399	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-allergy-intolerance-end-reason.json	792	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	97	0	0	0	0	0	0
fsh-generated/resources/ValueSet-il-core-common-units-of-measure.json	838	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	83	0	0	0	0	0	0
