URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.health.gov.il/ValueSet/city-symbol,0.13.2,draft,,CitySymbol,City Symbol (סמל ישוב),"City classification according to the Israeli Postal Company city-symbol coding system","StructureDefinition/ext-city-code","Internal"
http://fhir.health.gov.il/ValueSet/il-core-condition-category,0.13.2,draft,,ILCoreConditionCategory,IL Core Condition Category Codes,"A list of category codes for conditions for the IL Core","StructureDefinition/il-core-condition","SCT,THO"
http://fhir.health.gov.il/ValueSet/il-core-condition-code,0.13.2,draft,,ILCoreConditionCode,IL Core Condition Code,"A list of codes for conditions for the IL Core","ValueSet/il-core-procedure-reason,StructureDefinition/il-core-procedure,StructureDefinition/il-core-condition","SCT,THO,hl7.terminology.r4"
http://fhir.health.gov.il/ValueSet/il-core-coverage-class,0.13.2,draft,,ILCoreCoverageClass,IL Core Coverage Class codes,"Codes for Coverage classes",,"Internal"
http://fhir.health.gov.il/ValueSet/il-core-coverage-type,0.13.2,draft,,ILCoreCoverageType,IL Core Coverage Type codes,"Codes for expressing general heigh level coverage types unique to Israel health system",,"Internal,FHIR"
http://fhir.health.gov.il/ValueSet/il-core-doctor-to-doctor,0.13.2,draft,,ILCoreDoctorToDoctor,IL Core Doctor To Doctor Codes,"Codes for Doctor To Doctor encounter for the IL Core","StructureDefinition/il-core-encounter","SCT"
http://fhir.health.gov.il/ValueSet/il-core-encounter-class,0.13.2,draft,,ILCoreEncounterClass,IL Core Encounter Class Codes,"A list of class codes for Encounters for the IL Core","StructureDefinition/il-core-encounter","THO (V3),Internal"
http://fhir.health.gov.il/ValueSet/il-core-jurisdiction,0.13.2,draft,,ILCoreJurisdiction,Country Codes,"Codes for countries according to ISO 3166","StructureDefinition/il-core-address,StructureDefinition/il-core-location,StructureDefinition/ext-patient-immigration","hl7.terminology.r4"
http://fhir.health.gov.il/ValueSet/il-core-manifestation,0.13.2,draft,,ILCoreManifestation,IL Core Condition Codes,"A list of codes for intolerance manifestation for the IL Core","StructureDefinition/il-core-allergy-intolerance","SCT,hl7.terminology.r4"
http://fhir.health.gov.il/ValueSet/il-core-medication-administration-category,0.13.2,draft,,ILCoreMedicationAdministrartionCategory,ILCore Medication administrartion Category,"Codes for Medication administrartion Category","StructureDefinition/il-core-medication-administration","Internal"
http://fhir.health.gov.il/ValueSet/il-core-medication-code,0.13.2,draft,,ILCoreMedicationCode,ILCore Medication Code,"Codes for medications according to ILCore catalogue","StructureDefinition/il-core-medication,ValueSet/il-core-medication-statement-code,ValueSet/il-core-substance,StructureDefinition/il-core-medication-request","SCT,Internal,hl7.terminology.r4,Other,RxNorm"
http://fhir.health.gov.il/ValueSet/il-core-medication-course-of-therapy-type,0.13.2,draft,,ILCoreMedicationCourseOfTherapyType,ILCore Medication Course Of Therapy type,"Codes for Medication Course Of Therapy","StructureDefinition/ext-medication-course-of-therapy-type,StructureDefinition/il-core-medication-request","Internal,THO"
http://fhir.health.gov.il/ValueSet/il-core-medication-request-category,0.13.2,draft,,ILCoreMedicationRequestCategory,ILCore Medication Request Category,"Codes for Medication Request Category","StructureDefinition/il-core-medication-request","Internal"
http://fhir.health.gov.il/ValueSet/il-core-medication-statement-category,0.13.2,draft,,ILCoreMedicationStatementCategory,ILCore Medication statement Category,"Codes for Medication statement Category","StructureDefinition/il-core-medication-statement","Internal"
http://fhir.health.gov.il/ValueSet/il-core-medication-statement-code,0.13.2,draft,,ILCoreMedicationStatementCode,ILCore Medication statement Code,"Codes for Medication statement Code","StructureDefinition/il-core-medication-statement,StructureDefinition/il-core-medication-administration","SCT"
http://fhir.health.gov.il/ValueSet/il-core-not-performed-reason,0.13.2,draft,,ILCoreNotPerformedReason,IL Core procedure Reason,"A list of codes for procedure reasons for the IL Core",,"Internal"
http://fhir.health.gov.il/ValueSet/il-core-observation-code,0.13.2,draft,,ILCoreObservationCode,IL Core Observation Codes,"A list of code codes for observations for the IL Core","StructureDefinition/il-core-observation,StructureDefinition/il-core-observation-lab","SCT,LOINC"
http://fhir.health.gov.il/ValueSet/il-core-observation-lab-code,0.13.2,draft,,ILCoreObservationLabCode,IL Core Observation Lab Code,"A list of lab-code codes for lab observations for the IL Core","StructureDefinition/il-core-observation-lab","LOINC"
http://fhir.health.gov.il/ValueSet/il-core-observation-value,0.13.2,draft,,ILCoreObservationValue,IL Core Observation Value Codes,"A list of value codes for observations for the IL Core   Note: The entire LOINC code system is included in this ValueSet although it should only include LOINC Answers - LOINC codes that start with 'LA'. Since there is no computable way to define a ValueSet according to the code's prefix, we rely on an invariant to enforce this rule.","StructureDefinition/il-core-observation,StructureDefinition/il-core-observation-lab","SCT,LOINC"
http://fhir.health.gov.il/ValueSet/il-core-parent-name-role,0.13.2,draft,,ILCoreParentNameRole,The role of the parent (father/mother) whose name is recorded,"This set of codes is used to mark a parent name as a father or mother’s name. Should only be used by systems that explicitly differentiate between the two.","StructureDefinition/ext-administrative-parent-name","THO (V3)"
http://fhir.health.gov.il/ValueSet/il-core-premium-type,0.13.2,draft,,ILCoreCoveragePremiumType,IL Core Coverage Premium Type codes,"Codes for Types of premium payment methods",,"Internal"
http://fhir.health.gov.il/ValueSet/il-core-procedure-code,0.13.2,draft,,ILCoreProcedureCode,IL Core procedure Codes,"A list of codes for procedures for the IL Core","ValueSet/il-core-procedure-reason,StructureDefinition/il-core-procedure,StructureDefinition/il-core-service-request","SCT,Internal,LOINC"
http://fhir.health.gov.il/ValueSet/il-core-procedure-reason,0.13.2,draft,,ILCoreProcedureReason,IL Core procedure Reason,"A list of codes for procedure reasons for the IL Core","StructureDefinition/il-core-procedure,StructureDefinition/il-core-medication-statement,StructureDefinition/il-core-medication-request,StructureDefinition/il-core-service-request",
http://fhir.health.gov.il/ValueSet/il-core-route-code,0.13.2,draft,,ILCoreRouteCode,IL Core Route Code,"A list of codes for Route for the IL Core","StructureDefinition/il-core-allergy-intolerance","SCT"
http://fhir.health.gov.il/ValueSet/il-core-service-category,0.13.2,draft,,ILCoreServiceCategory,IL Core ServiceCategory,"A list of codes for Service Category for the IL Core","StructureDefinition/il-core-service-request","SCT"
http://fhir.health.gov.il/ValueSet/il-core-service-type,0.13.2,draft,,ILCoreServiceType,IL Core Service type,"A list of codes for Service types for the IL Core","StructureDefinition/il-core-encounter","SCT"
http://fhir.health.gov.il/ValueSet/il-core-substance,0.13.2,draft,,ILCoreSubstance,IL Core Substance Codes,"A list of codes for Substances for the IL Core","ValueSet/il-core-allergy-intolerance-code,StructureDefinition/il-core-allergy-intolerance","SCT,hl7.terminology.r4"
http://fhir.health.gov.il/ValueSet/il-core-units-of-measure,0.13.2,draft,,ILCoreUnitsOfMeasure,IL Core Units Of Measure Codes,"A list of codes for Units Of Measure for the IL Core. <mark>Note:</mark> UCUM code SHALL be used, unless one cannot be found, in which case a SNOMED-CT code SHALL be used",,"UCUM,SCT"
http://fhir.health.gov.il/ValueSet/il-core-virtual-type,0.13.2,draft,,ILCoreVirtualType,IL Core Virtual encounter Type Codes,"A list of type codes for Virtual Encounters for the IL Core","StructureDefinition/il-core-encounter","SCT"
http://fhir.health.gov.il/ValueSet/il-religion-code,0.13.2,draft,,ILCoreReligionCode,IL Core Religion Code,"A list of codes for Religion for the IL Core",,"THO (V3),Internal"
http://fhir.health.gov.il/ValueSet/immunization-body-site,0.13.2,draft,,ImmunizationBodySite,Immunization Observation Body Site list,"All codes from SNOMED CT describing body sites for Immunization Observation","StructureDefinition/il-core-immunization","SCT"
http://fhir.health.gov.il/ValueSet/immunization-side-effect,0.13.2,draft,,ImmunizationSideEffects,Immunization side-effect codes,"Codes from SNOMED CT detailing possible immunization-side-effects for ILCoreImmunizationReactionObservation profile","StructureDefinition/il-core-immunization-reaction-observation","SCT"
http://fhir.health.gov.il/ValueSet/institution-type-moh,0.13.2,draft,,InstitutionTypeMoH,סוג מוסד לפי רישוי משרד הבריאות,"סוג מוסד לפי רישוי משרד הבריאות - הרוב המכריע נמצא בפרסום המאגר של רישוי מוסדות של משרד הבריאות","StructureDefinition/il-core-organization","Internal"
http://fhir.health.gov.il/ValueSet/israel-hmo,0.13.2,draft,,IsraelHMO,Israeli Health Management Organization (קופת חולים),"A code classifying Health Management Organizations","StructureDefinition/ext-il-hmo","Internal,Other"
http://fhir.health.gov.il/ValueSet/medical-service-moh,0.13.2,draft,,MedicalServiceMoH,קוד מוצר או שירות,"קוד שירותים רפואיים , כולל שירותים באשפוז, שירותים אמבולטוריים, רפואת שיניים ובריאות הנפש",,"Internal"
http://fhir.health.gov.il/ValueSet/moh-admit-source,0.13.2,draft,,MoHAdmitSource,MoH Admit Source Codes,"Codes for admit source according to MoH catalogue","StructureDefinition/il-core-encounter","Internal,THO"
http://fhir.health.gov.il/ValueSet/moh-medication-code,0.13.2,draft,,MoHMedicationCode,MoH Medication Code,"Codes for medications according to MoH catalogue",,"Internal"
http://fhir.health.gov.il/ValueSet/organization-type,0.13.2,draft,,OrganizationType,Organization Type,"SNOMED based value set of recommended types of organizations and organization units","StructureDefinition/il-core-organization","SCT"
http://fhir.health.gov.il/ValueSet/passport-uri,0.13.2,draft,,PassportUri,Passport URIs,"A country specific URI for passport numbers","StructureDefinition/il-core-practitioner,StructureDefinition/il-core-related-person,StructureDefinition/il-core-patient","Internal"
http://fhir.health.gov.il/ValueSet/patient-admit-source-moh,0.13.2,draft,,PatientAdmitSourceMoH,Patient Admit Source MoH,"Moh Codes for Patient Admit Source",,"Internal"
http://fhir.health.gov.il/ValueSet/patient-relationship-type,0.13.2,draft,,ILCorePatientRelationshipType,IL Core Patient Relationship Type codes,"A set of codes that can be used to indicate the relationship between a Patient and a Related Person.","StructureDefinition/il-core-related-person","THO (V3),THO (V2)"
http://fhir.health.gov.il/ValueSet/patient-release-type-moh,0.13.2,draft,,PatientRealeaseTypeMoH,Patient Realease Type MoH,"Moh Codes for Patient Realease Type","StructureDefinition/il-core-encounter","Internal"
http://fhir.health.gov.il/ValueSet/patient-visit-reason-moh,0.13.2,draft,,PatientVisitReasonMoH,Patient Visit Reason MoH,"Moh Codes for Patient Visit Reason","StructureDefinition/il-core-encounter","Internal"
http://fhir.health.gov.il/ValueSet/practitioner-advanced-course-moh,0.13.2,draft,,PractitionerAdvancedCourseMoH,קוד קורס על בסיסי לעוסק בסיעוד,"קוד קורס על בסיסי לעוסק בסיעוד לפי רישוי משרד הבריאות","StructureDefinition/il-core-practitioner","Internal"
http://fhir.health.gov.il/ValueSet/practitioner-certificate-type,0.13.2,draft,,PractitionerCertificateType,Practitioner Certificate Types,"A list of codes for certificate types for all medical practitioners","StructureDefinition/il-core-practitioner","Internal"
http://fhir.health.gov.il/ValueSet/practitioner-education-moh,0.13.2,draft,,PractitionerEducationMoH,קוד מומחיות לעוסק בבריאות,"קוד מומחיות לעוסק בבריאות לפי רישוי משרד הבריאות",,"Other"
http://fhir.health.gov.il/ValueSet/practitioner-expertise-moh,0.13.2,draft,,PractitionerExpertiseMoH,קוד מומחיות לעוסק בבריאות,"קוד מומחיות לעוסק בבריאות לפי רישוי משרד הבריאות","StructureDefinition/il-core-practitioner","Internal"
http://fhir.health.gov.il/ValueSet/practitioner-nurse-profession-moh,0.13.2,draft,,PractitionerNurseProfessionMoH,קוד מקצוע לעוסק בסיעוד,"קוד מקצוע לעוסק בסיעוד לפי רישוי משרד הבריאות","StructureDefinition/il-core-practitioner","Internal"
http://fhir.health.gov.il/ValueSet/practitioner-profession-moh,0.13.2,draft,,PractitionerProfessionMoH,קוד מקצוע לעוסק בבריאות,"קוד מקצוע לעוסק בבריאות לפי רישוי משרד הבריאות. שימו לב: מקצועות הסיעוד הוחרגו מרשימה זו ונמצאים ברשימה נפרדת","StructureDefinition/il-core-practitioner","Internal"
http://fhir.health.gov.il/ValueSet/reason-not-done,0.13.2,draft,,ReasonNotDone,statusReason codes for Immunization profile,"Codes from SNOMED CT describing reasons for Immnization not taking place, for statusCode","StructureDefinition/il-core-immunization","SCT"
http://fhir.health.gov.il/ValueSet/statistical-area-uri,0.13.2,draft,,StatisticalAreaUri,Israeli statistical area (אג"ס) URI,"URI's of statistical area identifiers. NOTE: When using CBS-statistical area numbers, use as directed in the statistical-area NamingSystem - i.e.,: 4-digit citiy code + 3-digit statistical area code. See [here](https://simplifier.net/ilcore/cbs-statistical-area)","StructureDefinition/ext-statistical-area","Internal"
http://fhir.health.gov.il/ValueSet/target-disease,0.13.2,draft,,TargetDisease,Target Disease Codes,"SNOMED based valueset of all Disease caused by microorganism or bacterial toxin","StructureDefinition/il-core-immunization","SCT"
http://fhir.health.gov.il/ValueSet/tofes17-error-codes,0.13.2,draft,,Tofes17ErrorCodes,Tofes17 Error Codes,"קודי שגיאה לתהליכים הקשורים לטופס 17",,"Internal"
http://fhir.health.gov.il/ValueSet/tofes17-reject-codes,0.13.2,draft,,Tofes17RejectCodes,Tofes17 Reject Codes,"קודי שגיאה לתהליכים הקשורים לטופס 17",,"Internal"
http://fhir.health.gov.il/ValueSet/vaccine-code,0.13.2,draft,,VaccineCode,Vaccine Codes,"A list of SNOMED codes for vaccines","StructureDefinition/il-core-immunization","SCT"
http://fhir.health.gov.il/ValueSet/vaccine-product-code,0.13.2,draft,,VaccineProductCode,Vaccine Product Codes,"A list of codes for vaccine products from atc, YARPA and cvx codeSystems","StructureDefinition/il-core-immunization","hl7.terminology.r4"
http://fhir.health.gov.il/ValueSet/yarpa-medication-code,0.13.2,draft,,YarpaMedicationCode,Yarpa Medication Code,"Codes for medications according to 'Yarpa' catalogue",,"Internal"
http://hl7.org/fhir/ValueSet/action-cardinality-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.807",ActionCardinalityBehavior,ActionCardinalityBehavior,"Defines behavior for an action or a group for how many times that item may be repeated.","StructureDefinition/il-core-plan-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-condition-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.815",ActionConditionKind,ActionConditionKind,"Defines the kinds of conditions that can appear on actions.","StructureDefinition/il-core-plan-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-grouping-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.799",ActionGroupingBehavior,ActionGroupingBehavior,"Defines organization behavior of a group.","StructureDefinition/il-core-plan-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-participant-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.796",ActionParticipantRole,Action participant role,"Either a practitioner role or a relationship type.","StructureDefinition/il-core-plan-definition",
http://hl7.org/fhir/ValueSet/action-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.811",ActionParticipantType,ActionParticipantType,"The type of participant for the action.","StructureDefinition/il-core-plan-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-precheck-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.805",ActionPrecheckBehavior,ActionPrecheckBehavior,"Defines selection frequency behavior for an action or group.","StructureDefinition/il-core-plan-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.813",ActionRelationshipType,ActionRelationshipType,"Defines the types of relationships between actions.","StructureDefinition/il-core-plan-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-required-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.803",ActionRequiredBehavior,ActionRequiredBehavior,"Defines expectations around whether an action or action group is required.","StructureDefinition/il-core-plan-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-selection-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.801",ActionSelectionBehavior,ActionSelectionBehavior,"Defines selection behavior of a group.","StructureDefinition/il-core-plan-definition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/action-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.809",ActionType,ActionType,"The type of action to be performed.","StructureDefinition/il-core-plan-definition","THO"
http://hl7.org/fhir/ValueSet/additional-instruction-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.95",SNOMEDCTAdditionalDosageInstructions,SNOMED CT Additional Dosage Instructions,"This value set includes all SNOMED CT Additional Dosage Instructions.","StructureDefinition/il-core-dosage","SCT"
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/il-core-address,StructureDefinition/il-core-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/il-core-address,StructureDefinition/il-core-location","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/adjudication-error,4.0.1,draft,"2.16.840.1.113883.4.642.3.39",Adjudication Error Codes,AdjudicationError,"This value set includes a smattering of adjudication codes.","StructureDefinition/il-core-coverage-eligibility-response","THO"
http://hl7.org/fhir/ValueSet/administration-method-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.97",SNOMEDCTAdministrationMethodCodes,SNOMED CT Administration Method Codes,"This value set includes some method codes from SNOMED CT - provided as an exemplar","StructureDefinition/il-core-medication-administration,StructureDefinition/il-core-dosage","SCT"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/il-core-family-member-history,StructureDefinition/il-core-practitioner,StructureDefinition/il-core-related-person,StructureDefinition/il-core-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/age-units,4.0.1,draft,"2.16.840.1.113883.4.642.3.19",CommonUCUMCodesForAge,Common UCUM Codes for Age,"Unified Code for Units of Measure (UCUM). This value set includes all UCUM codes","StructureDefinition/il-core-observation,StructureDefinition/il-core-observation-lab","UCUM"
http://hl7.org/fhir/ValueSet/allergy-intolerance-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.133",AllergyIntoleranceCategory,AllergyIntoleranceCategory,"Category of an identified substance associated with allergies or intolerances.","StructureDefinition/il-core-allergy-intolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality,4.0.1,draft,"2.16.840.1.113883.4.642.3.129",AllergyIntoleranceCriticality,AllergyIntoleranceCriticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","StructureDefinition/il-core-allergy-intolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergy-intolerance-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.131",AllergyIntoleranceType,AllergyIntoleranceType,"Identification of the underlying physiological mechanism for a Reaction Risk.","StructureDefinition/il-core-allergy-intolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/allergyintolerance-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.1372",AllergyIntoleranceClinicalStatusCodes,AllergyIntolerance Clinical Status Codes,"Preferred value set for AllergyIntolerance Clinical Status.","StructureDefinition/il-core-allergy-intolerance","THO"
http://hl7.org/fhir/ValueSet/allergyintolerance-verification,4.0.1,draft,"2.16.840.1.113883.4.642.3.1370",AllergyIntoleranceVerificationStatusCodes,AllergyIntolerance Verification Status Codes,"Preferred value set for AllergyIntolerance Verification Status.","StructureDefinition/il-core-allergy-intolerance","THO"
http://hl7.org/fhir/ValueSet/approach-site-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.346",SNOMEDCTAnatomicalStructureForAdministrationSiteCodes,SNOMED CT Anatomical Structure for Administration Site Codes,"This value set includes Anatomical Structure codes from SNOMED CT - provided as an exemplar.","StructureDefinition/il-core-medication-administration,StructureDefinition/il-core-dosage","SCT"
http://hl7.org/fhir/ValueSet/benefit-network,4.0.1,draft,"2.16.840.1.113883.4.642.3.608",NetworkTypeCodes,Network Type Codes,"This value set includes a smattering of Network type codes.","StructureDefinition/il-core-coverage-eligibility-response","THO"
http://hl7.org/fhir/ValueSet/benefit-term,4.0.1,draft,"2.16.840.1.113883.4.642.3.612",BenefitTermCodes,Benefit Term Codes,"This value set includes a smattering of Benefit Term codes.","StructureDefinition/il-core-coverage-eligibility-response","THO"
http://hl7.org/fhir/ValueSet/benefit-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.606",BenefitTypeCodes,Benefit Type Codes,"This value set includes a smattering of Benefit type codes.","StructureDefinition/il-core-coverage-eligibility-response","THO"
http://hl7.org/fhir/ValueSet/benefit-unit,4.0.1,draft,"2.16.840.1.113883.4.642.3.610",UnitTypeCodes,Unit Type Codes,"This value set includes a smattering of Unit type codes.","StructureDefinition/il-core-coverage-eligibility-response","THO"
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/il-core-imaging-study,StructureDefinition/il-core-observation,StructureDefinition/il-core-procedure,StructureDefinition/il-core-immunization-reaction-observation,StructureDefinition/il-core-media,StructureDefinition/il-core-observation-lab,StructureDefinition/il-core-condition,StructureDefinition/il-core-specimen,StructureDefinition/il-core-service-request","SCT"
http://hl7.org/fhir/ValueSet/bodysite-laterality,4.0.1,draft,"2.16.840.1.113883.4.642.3.287",Laterality,Laterality,"Laterality: SNOMED-CT concepts for 'left', 'right', and 'bilateral'","StructureDefinition/il-core-imaging-study","SCT"
http://hl7.org/fhir/ValueSet/c80-doc-typecodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.47",DocumentTypeValueSet,Document Type Value Set,"This is the code specifying the precise type of document (e.g. Pulmonary History and  Physical, Discharge Summary, Ultrasound Report, etc.). The Document Type value set includes all LOINC  values listed in HITSP C80 Table 2-144 Document Class Value Set Definition above used for Document Class,  and all LOINC values whose SCALE is DOC in the LOINC database.","StructureDefinition/il-core-document-reference","LOINC"
http://hl7.org/fhir/ValueSet/c80-facilitycodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.67",FacilityTypeCodeValueSet,Facility Type Code Value Set,"This is the code representing the type of organizational setting where the clinical encounter, service, interaction, or treatment occurred. The value set used for Healthcare Facility Type has been defined by HITSP to be the value set reproduced from HITSP C80 Table 2-147.","StructureDefinition/il-core-document-reference","SCT"
http://hl7.org/fhir/ValueSet/c80-practice-codes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who interacted with, treated, or provided a service to/for the patient. The value set used for clinical specialty has been limited by HITSP to the value set reproduced from HITSP C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/il-core-practitioner-role,StructureDefinition/il-core-document-reference","SCT"
http://hl7.org/fhir/ValueSet/care-team-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.155",CareTeamCategory,Care Team category,"Indicates the type of care team.","StructureDefinition/il-core-care-team","LOINC"
http://hl7.org/fhir/ValueSet/care-team-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.153",CareTeamStatus,CareTeamStatus,"Indicates the status of the care team.","StructureDefinition/il-core-care-team","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/claim-careteamrole,4.0.1,draft,"2.16.840.1.113883.4.642.3.586",ClaimCareTeamRoleCodes,Claim Care Team Role Codes,"This value set includes sample Claim Care Team Role codes.","StructureDefinition/il-core-claim","THO"
http://hl7.org/fhir/ValueSet/claim-exception,4.0.1,draft,"2.16.840.1.113883.4.642.3.580",ExceptionCodes,Exception Codes,"This value set includes sample Exception codes.","StructureDefinition/il-core-claim","THO"
http://hl7.org/fhir/ValueSet/claim-informationcategory,4.0.1,draft,"2.16.840.1.113883.4.642.3.582",ClaimInformationCategoryCodes,Claim Information Category Codes,"This value set includes sample Information Category codes.","StructureDefinition/il-core-claim","THO"
http://hl7.org/fhir/ValueSet/claim-modifiers,4.0.1,draft,"2.16.840.1.113883.4.642.3.536",ModifierTypeCodes,Modifier type Codes,"This value set includes sample Modifier type codes.","StructureDefinition/il-core-coverage-eligibility-request,StructureDefinition/il-core-coverage-eligibility-response,StructureDefinition/il-core-claim","THO"
http://hl7.org/fhir/ValueSet/claim-subtype,4.0.1,draft,"2.16.840.1.113883.4.642.3.566",ExampleClaimSubTypeCodes,Example Claim SubType Codes,"This value set includes sample Claim SubType codes which are used to distinguish the claim types for example within type institutional there may be subtypes for emergency services, bed stay and transportation.","StructureDefinition/il-core-claim","THO"
http://hl7.org/fhir/ValueSet/claim-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.558",ClaimTypeCodes,Claim Type Codes,"This value set includes Claim Type codes.","StructureDefinition/il-core-claim","THO"
http://hl7.org/fhir/ValueSet/claim-use,4.0.1,draft,"2.16.840.1.113883.4.642.3.544",Use,Use,"The purpose of the Claim: predetermination, preauthorization, claim.","StructureDefinition/il-core-claim","hl7.fhir.r4.core"
